data	label
@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!	NOT
@USER She is going to pull it out of her A-crooked-letter-crooked-letter.	NOT
@USER @USER YAY - AWESOME 🇺🇸♥️😎👈👍MAGA🇺🇸♥️🇺🇸RepPowerVote♥️🇺🇸strengthened by PowerPrayers🇺🇸👍Red Tsunami♥️	NOT
@USER As if Conservatives didn't hate Sesame St enough	OFF
@USER @USER GET OUT OF MY MENTIONS (i stand corrected)	NOT
4 Dead In Mass Shooting At Fifth Third Bank Building In Downtown Cincinnati | TIME - TIME URL via @USER WANT GUN CONTROL LEGISLATION? VOTE BLUE	NOT
@USER Another terrorist brought in by obumer!	OFF
.@USER They both want you to believe in yourself and to do your own research to discover the truth. They want people to see 100% of the big picture (not just the 50% found on #FakeNews that leads people into their echo chambers). #Censorship of #Conservatives is a bad idea! URL	NOT
@USER What about @USER ?  You and your antifa son are keeping your trap shut about that.	NOT
@USER @USER @USER I think you have nailed it. She doesn't want to be under oath.#MAGA	NOT
@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years	OFF
@USER Cannibals liberal style.	NOT
@USER Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals	OFF
"@USER @USER @USER @USER @USER @USER @USER @USER @USER removable magazines are still a problem, but limiting high cap mags is another bit of the gun control legislation that will be needed to curb the health problem"" we have in this country."""	NOT
@USER vs Antifa. I know who my money’s on. But seriously this is such a stupid thing to do. URL	OFF
@USER shit ain’t gone work bruh URL	OFF
@USER @USER @USER @USER Somehow I doubt that statistic you just made up in your head. URL	OFF
@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	OFF
"@USER Looking at her lawyer I bet she is really into IT"" already!"""	NOT
@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.	OFF
@USER @USER @USER Awesome tweet. You bring out the best in people and you are appreciated. Thanks for yesterday's many live updates  and live coverage and that was just one news story!	NOT
@USER Be like Haiti and Obama and Clinton	NOT
@USER @USER Enjoying this Williams &amp; PC crowd tantrum. Karma.	NOT
@USER @USER Wrong. @USER was a enthusiastic architect of devastating austerity along with the Tory's. The @USER did not have to abandon every principle they supposedly had to the @USER they could have let Cameron run a minority Government (as dId SNP) but CHOSE not to	NOT
@USER @USER Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm.	OFF
@USER @USER @USER If you are the type of iphone user who loves taking pictures etc then go for the 256gb	NOT
@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!	OFF
@USER @USER Ezra is a cockroach who needs to have light shone on.	OFF
@USER It is all about bs ☝Think there any more idiot tham the liberals.	OFF
@USER boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌	NOT
@USER ANTIFA seems to taking a vacation too. But watch out after the election. I’d like to think they’ve all gone back to school.	NOT
@USER She is the scuttlebutt queen	NOT
@USER Just came here from the video and man am I discusted by greg seriously he is taking advantage of his sons fame.........f*%k greg.....🔥	NOT
@USER @USER I will get on my knees and thank God that people love America.	NOT
@USER @USER @USER Completely agree. I grew up around guns and there are plenty of responsible gun owners who fully support strict gun control laws. I’m absolutely one of them.	NOT
@USER @USER I don't trust @USER	NOT
@USER He is irrelevant	NOT
@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.	NOT
Broke my toe on my second day in maga.	NOT
@USER @USER You mean you didn’t see AntiFa there?	NOT
@USER Always allege that she is a poor girl and with tenacity and efforts win over this position for future congresswoman ...if she win.	NOT
#StaffPick: 'A human rights crisis': US accused of failing to protect citizens from gun violence URL	NOT
@USER . She is my life saver❤. URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.	OFF
@USER @USER @USER Cops rarely got shot in countries with gun control	OFF
@USER Go with meeeeeeee	NOT
"@USER What is my fucking problem? Really?""  —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her.  ""Where is Dick or Bruce? Are not they with you in this?"""""	OFF
@USER Sure - but lots of folk aren't actually liberals but do want a sensible Tory/Labour party to vote for. They're not well served by our political system atm	NOT
@USER Gee I wonder why? Thank you Trudeau/Butts/Telford for killing Ontario's auto industry. Using Trump Derangement Syndrome fed by our deranged MSM to try to win the next election. Zero seats for Liberals! Defund the CBC!	NOT
@USER @USER @USER So she is protesting blasphemy by tearing religious book of a religion that doesn't have concept of blasphemy? #Genius	NOT
@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt	OFF
#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL	OFF
@USER @USER Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊	NOT
@USER @USER Oh nooooos!!!   I hope you are safe during this storm!!	NOT
@USER @USER Cube has shown in the past that he is not in control of this. The investors on the board run the show. And they are super cheap.	OFF
@USER Conservatives aren’t violent - liberals are.	NOT
@USER the only thing i know about gun control is how to have great aim.	OFF
@USER @USER He’s made a gun control shift as well. Check his talking points from last cycle.	OFF
@USER You are amazing 💛💛💛	NOT
@USER Don’t you have concerns about Keith Ellison?   Well do you.	NOT
@USER Thank you Mr President Trump. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#MAGA	NOT
@USER @USER @USER That is because she is a good Christian and her husbands attackers are misguided.	NOT
@USER @USER She held on to something “almost” happening (according to her) for 35 yrs and then decides to try and ruin his life?   She is the despicable.  Regardless of what did or didn’t happen.	NOT
@USER @USER Be coo you got people thinking I really eat ass bitch 😂	OFF
@USER @USER @USER @USER # doesn'tunderstandmetaphors	NOT
@USER The Liberals have used and abused the African American and any other group that comes in contact with them this just an extension of their corrupt and ruthless ways of trying to get power .The #Metoo .So called movement has been reduced to a tool	NOT
@USER there is no way she is 26 wow drugs maybe who knows	OFF
@USER Chuck is too old to play their games. He is going forward.	NOT
@USER i’m still bitter she deserved better	NOT
@USER Legit just LOL'd... Shit is funny asf	OFF
@USER She is a nut case	OFF
@USER @USER @USER @USER He is the lord.	NOT
@USER Cough*Nicky Haley*	NOT
@USER @USER He's been trashing all along even to our allies.	OFF
@USER your heart is beautiful Your interior is wonderful. You are wonderful❤️❤️❤️❤️🧡🧡💜💜🌹🌹🌹🌹🌹💥✨✨✨⭐️⭐️	NOT
@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.	NOT
@USER @USER Strongest gun control in the country 🤔	NOT
@USER I just think that he's more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason. I've also known entitled men like him.	NOT
@USER @USER “Only the best people” #MAGA	NOT
"@USER He wasn't really different with who he is now."" Or probably Howard himself didn't really know his son.  ""He doesn't trust easily. You have to earn his trust before you can get to know the real him, I guess. Tony has, at all times, at least fifteen thoughts of varying --"""	NOT
@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂	NOT
@USER @USER @USER @USER @USER @USER @USER @USER Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.	NOT
@USER @USER HOW DARE YOU!!! Kappa	OFF
@USER @USER #CINO conservatives in name only	NOT
@USER John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated	OFF
@USER @USER Paid protesters. #VoteDemsOut  #Kavanaugh	OFF
@USER What she really means is for the rest of America to shut up and take all the hate that  White Christian Conservatives give out and never fight back	NOT
@USER @USER @USER @USER Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true!	NOT
